input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id,rain_category
2002722,2002704,2002688,2002660,2002640,2002622,2002604,2002586,2002568,2002550,155,3.1
2002704,2002688,2002660,2002640,2002622,2002604,2002586,2002568,2002550,2002532,155,3.2
2002688,2002660,2002640,2002622,2002604,2002586,2002568,2002550,2002532,2002514,155,3.3
2002660,2002640,2002622,2002604,2002586,2002568,2002550,2002532,2002514,2002496,155,3.4
2002640,2002622,2002604,2002586,2002568,2002550,2002532,2002514,2002496,2002475,155,3.5
2002622,2002604,2002586,2002568,2002550,2002532,2002514,2002496,2002475,2002460,155,3.6
2002604,2002586,2002568,2002550,2002532,2002514,2002496,2002475,2002460,2002432,155,3.7
2002586,2002568,2002550,2002532,2002514,2002496,2002475,2002460,2002432,2002414,155,3.8
2002568,2002550,2002532,2002514,2002496,2002475,2002460,2002432,2002414,2002396,155,3.9
2002550,2002532,2002514,2002496,2002475,2002460,2002432,2002414,2002396,2002375,155,4.0
2002532,2002514,2002496,2002475,2002460,2002432,2002414,2002396,2002375,2002360,155,4.0
2002514,2002496,2002475,2002460,2002432,2002414,2002396,2002375,2002360,2002342,155,4.0
2002496,2002475,2002460,2002432,2002414,2002396,2002375,2002360,2002342,2002326,155,4.0
2002475,2002460,2002432,2002414,2002396,2002375,2002360,2002342,2002326,2002308,155,4.0
2002460,2002432,2002414,2002396,2002375,2002360,2002342,2002326,2002308,2002288,155,4.0
2002432,2002414,2002396,2002375,2002360,2002342,2002326,2002308,2002288,2002270,155,4.0
2002414,2002396,2002375,2002360,2002342,2002326,2002308,2002288,2002270,2002242,155,4.0
2002396,2002375,2002360,2002342,2002326,2002308,2002288,2002270,2002242,2002224,155,4.0
2002375,2002360,2002342,2002326,2002308,2002288,2002270,2002242,2002224,2002208,155,4.0
2002360,2002342,2002326,2002308,2002288,2002270,2002242,2002224,2002208,2002188,155,4.0
2002342,2002326,2002308,2002288,2002270,2002242,2002224,2002208,2002188,2002170,155,4.0
2002326,2002308,2002288,2002270,2002242,2002224,2002208,2002188,2002170,2002152,155,4.0
2002308,2002288,2002270,2002242,2002224,2002208,2002188,2002170,2002152,2002136,155,4.0
2002288,2002270,2002242,2002224,2002208,2002188,2002170,2002152,2002136,2002118,155,4.0
2002270,2002242,2002224,2002208,2002188,2002170,2002152,2002136,2002118,2002098,155,4.0
2002242,2002224,2002208,2002188,2002170,2002152,2002136,2002118,2002098,2002080,155,4.0
2002224,2002208,2002188,2002170,2002152,2002136,2002118,2002098,2002080,2002049,155,4.0
2002208,2002188,2002170,2002152,2002136,2002118,2002098,2002080,2002049,2002034,155,4.0
2002188,2002170,2002152,2002136,2002118,2002098,2002080,2002049,2002034,2002016,155,4.0
2002170,2002152,2002136,2002118,2002098,2002080,2002049,2002034,2002016,2001998,155,4.0
2002152,2002136,2002118,2002098,2002080,2002049,2002034,2002016,2001998,2001980,155,4.0
2002136,2002118,2002098,2002080,2002049,2002034,2002016,2001998,2001980,2001959,155,4.0
2002118,2002098,2002080,2002049,2002034,2002016,2001998,2001980,2001959,2001946,155,4.0
2002098,2002080,2002049,2002034,2002016,2001998,2001980,2001959,2001946,2001923,155,3.9
2002080,2002049,2002034,2002016,2001998,2001980,2001959,2001946,2001923,2001908,155,3.9
2002049,2002034,2002016,2001998,2001980,2001959,2001946,2001923,2001908,2001890,155,3.9
2002034,2002016,2001998,2001980,2001959,2001946,2001923,2001908,2001890,2001872,155,3.9
2002016,2001998,2001980,2001959,2001946,2001923,2001908,2001890,2001872,2001844,155,3.9
2001998,2001980,2001959,2001946,2001923,2001908,2001890,2001872,2001844,2001826,155,3.9
2001980,2001959,2001946,2001923,2001908,2001890,2001872,2001844,2001826,2001808,155,3.9
2001959,2001946,2001923,2001908,2001890,2001872,2001844,2001826,2001808,2001790,155,3.9
2001946,2001923,2001908,2001890,2001872,2001844,2001826,2001808,2001790,2001772,155,3.8
2001923,2001908,2001890,2001872,2001844,2001826,2001808,2001790,2001772,2001754,155,3.7
2001908,2001890,2001872,2001844,2001826,2001808,2001790,2001772,2001754,2001736,155,3.7
2001890,2001872,2001844,2001826,2001808,2001790,2001772,2001754,2001736,2001718,155,3.6
2001872,2001844,2001826,2001808,2001790,2001772,2001754,2001736,2001718,2001702,155,3.5
2001844,2001826,2001808,2001790,2001772,2001754,2001736,2001718,2001702,2001682,155,3.4
2001826,2001808,2001790,2001772,2001754,2001736,2001718,2001702,2001682,2001666,155,3.3
2001808,2001790,2001772,2001754,2001736,2001718,2001702,2001682,2001666,2001636,155,3.2
2001790,2001772,2001754,2001736,2001718,2001702,2001682,2001666,2001636,2001618,155,3.1
1999405,1999389,1999369,1999351,1999333,1999305,1999289,1999271,1999253,1999233,157,3.1
1999389,1999369,1999351,1999333,1999305,1999289,1999271,1999253,1999233,1999215,157,3.1
1999369,1999351,1999333,1999305,1999289,1999271,1999253,1999233,1999215,1999197,157,3.2
1999351,1999333,1999305,1999289,1999271,1999253,1999233,1999215,1999197,1999179,157,3.3
1999333,1999305,1999289,1999271,1999253,1999233,1999215,1999197,1999179,1999163,157,3.4
1999305,1999289,1999271,1999253,1999233,1999215,1999197,1999179,1999163,1999143,157,3.5
1999289,1999271,1999253,1999233,1999215,1999197,1999179,1999163,1999143,1999125,157,3.6
1999271,1999253,1999233,1999215,1999197,1999179,1999163,1999143,1999125,1999107,157,3.7
1999253,1999233,1999215,1999197,1999179,1999163,1999143,1999125,1999107,1999079,157,3.8
1999233,1999215,1999197,1999179,1999163,1999143,1999125,1999107,1999079,1999061,157,3.9
1999215,1999197,1999179,1999163,1999143,1999125,1999107,1999079,1999061,1999043,157,3.9
1999197,1999179,1999163,1999143,1999125,1999107,1999079,1999061,1999043,1999025,157,4.0
1999179,1999163,1999143,1999125,1999107,1999079,1999061,1999043,1999025,1999007,157,4.0
1999163,1999143,1999125,1999107,1999079,1999061,1999043,1999025,1999007,1998989,157,4.0
1999143,1999125,1999107,1999079,1999061,1999043,1999025,1999007,1998989,1998971,157,4.0
1999125,1999107,1999079,1999061,1999043,1999025,1999007,1998989,1998971,1998953,157,4.0
1999107,1999079,1999061,1999043,1999025,1999007,1998989,1998971,1998953,1998935,157,4.0
1999079,1999061,1999043,1999025,1999007,1998989,1998971,1998953,1998935,1998917,157,4.0
1999061,1999043,1999025,1999007,1998989,1998971,1998953,1998935,1998917,1998900,157,4.0
1999043,1999025,1999007,1998989,1998971,1998953,1998935,1998917,1998900,1998880,157,4.0
1999025,1999007,1998989,1998971,1998953,1998935,1998917,1998900,1998880,1998852,157,4.0
1999007,1998989,1998971,1998953,1998935,1998917,1998900,1998880,1998852,1998834,157,4.0
1998989,1998971,1998953,1998935,1998917,1998900,1998880,1998852,1998834,1998816,157,4.0
1998971,1998953,1998935,1998917,1998900,1998880,1998852,1998834,1998816,1998797,157,4.0
1998953,1998935,1998917,1998900,1998880,1998852,1998834,1998816,1998797,1998779,157,4.0
1998935,1998917,1998900,1998880,1998852,1998834,1998816,1998797,1998779,1998763,157,4.0
1998917,1998900,1998880,1998852,1998834,1998816,1998797,1998779,1998763,1998743,157,4.0
1998900,1998880,1998852,1998834,1998816,1998797,1998779,1998763,1998743,1998725,157,4.0
1998880,1998852,1998834,1998816,1998797,1998779,1998763,1998743,1998725,1998709,157,4.0
1998852,1998834,1998816,1998797,1998779,1998763,1998743,1998725,1998709,1998689,157,4.0
1998834,1998816,1998797,1998779,1998763,1998743,1998725,1998709,1998689,1998671,157,4.0
1998816,1998797,1998779,1998763,1998743,1998725,1998709,1998689,1998671,1998650,157,4.0
1998797,1998779,1998763,1998743,1998725,1998709,1998689,1998671,1998650,1998627,157,4.0
1998779,1998763,1998743,1998725,1998709,1998689,1998671,1998650,1998627,1998607,157,4.0
1998763,1998743,1998725,1998709,1998689,1998671,1998650,1998627,1998607,1998588,157,4.0
1998743,1998725,1998709,1998689,1998671,1998650,1998627,1998607,1998588,1998569,157,4.0
1998725,1998709,1998689,1998671,1998650,1998627,1998607,1998588,1998569,1998551,157,4.0
1998709,1998689,1998671,1998650,1998627,1998607,1998588,1998569,1998551,1998533,157,4.0
1998689,1998671,1998650,1998627,1998607,1998588,1998569,1998551,1998533,1998515,157,4.0
1998671,1998650,1998627,1998607,1998588,1998569,1998551,1998533,1998515,1998497,157,4.0
1998650,1998627,1998607,1998588,1998569,1998551,1998533,1998515,1998497,1998479,157,4.0
1998627,1998607,1998588,1998569,1998551,1998533,1998515,1998497,1998479,1998463,157,4.0
1998607,1998588,1998569,1998551,1998533,1998515,1998497,1998479,1998463,1998443,157,4.0
1998588,1998569,1998551,1998533,1998515,1998497,1998479,1998463,1998443,1998424,157,4.0
1998569,1998551,1998533,1998515,1998497,1998479,1998463,1998443,1998424,1998396,157,4.0
1998551,1998533,1998515,1998497,1998479,1998463,1998443,1998424,1998396,1998378,157,4.0
1998533,1998515,1998497,1998479,1998463,1998443,1998424,1998396,1998378,1998356,157,4.0
1998515,1998497,1998479,1998463,1998443,1998424,1998396,1998378,1998356,1998340,157,4.0
1998497,1998479,1998463,1998443,1998424,1998396,1998378,1998356,1998340,1998322,157,3.9
1998479,1998463,1998443,1998424,1998396,1998378,1998356,1998340,1998322,1998304,157,3.8
1998463,1998443,1998424,1998396,1998378,1998356,1998340,1998322,1998304,1998282,157,3.7
1998443,1998424,1998396,1998378,1998356,1998340,1998322,1998304,1998282,1998265,157,3.6
1998424,1998396,1998378,1998356,1998340,1998322,1998304,1998282,1998265,1998245,157,3.5
1998396,1998378,1998356,1998340,1998322,1998304,1998282,1998265,1998245,1998226,157,3.4
1998378,1998356,1998340,1998322,1998304,1998282,1998265,1998245,1998226,1998207,157,3.3
1998356,1998340,1998322,1998304,1998282,1998265,1998245,1998226,1998207,1998188,157,3.2
1998340,1998322,1998304,1998282,1998265,1998245,1998226,1998207,1998188,1998159,157,3.1
1996355,1996326,1996308,1996290,1996272,1996254,1996236,1996218,1996200,1996182,157,3.1
1996326,1996308,1996290,1996272,1996254,1996236,1996218,1996200,1996182,1996166,157,3.2
1996308,1996290,1996272,1996254,1996236,1996218,1996200,1996182,1996166,1996146,157,3.3
1996290,1996272,1996254,1996236,1996218,1996200,1996182,1996166,1996146,1996128,157,3.4
1996272,1996254,1996236,1996218,1996200,1996182,1996166,1996146,1996128,1996100,157,3.5
1996254,1996236,1996218,1996200,1996182,1996166,1996146,1996128,1996100,1996084,157,3.6
1996236,1996218,1996200,1996182,1996166,1996146,1996128,1996100,1996084,1996064,157,3.7
1996218,1996200,1996182,1996166,1996146,1996128,1996100,1996084,1996064,1996046,157,3.8
1996200,1996182,1996166,1996146,1996128,1996100,1996084,1996064,1996046,1996030,157,3.9
1996182,1996166,1996146,1996128,1996100,1996084,1996064,1996046,1996030,1996010,157,4.0
1996166,1996146,1996128,1996100,1996084,1996064,1996046,1996030,1996010,1995992,157,4.0
1996146,1996128,1996100,1996084,1996064,1996046,1996030,1996010,1995992,1995976,157,4.0
1996128,1996100,1996084,1996064,1996046,1996030,1996010,1995992,1995976,1995956,157,4.0
1996100,1996084,1996064,1996046,1996030,1996010,1995992,1995976,1995956,1995938,157,4.0
1996084,1996064,1996046,1996030,1996010,1995992,1995976,1995956,1995938,1995920,157,4.0
1996064,1996046,1996030,1996010,1995992,1995976,1995956,1995938,1995920,1995902,157,4.0
1996046,1996030,1996010,1995992,1995976,1995956,1995938,1995920,1995902,1995874,157,4.0
1996030,1996010,1995992,1995976,1995956,1995938,1995920,1995902,1995874,1995856,157,4.0
1996010,1995992,1995976,1995956,1995938,1995920,1995902,1995874,1995856,1995838,157,4.0
1995992,1995976,1995956,1995938,1995920,1995902,1995874,1995856,1995838,1995820,157,4.0
1995976,1995956,1995938,1995920,1995902,1995874,1995856,1995838,1995820,1995802,157,4.0
1995956,1995938,1995920,1995902,1995874,1995856,1995838,1995820,1995802,1995784,157,4.0
1995938,1995920,1995902,1995874,1995856,1995838,1995820,1995802,1995784,1995766,157,4.0
1995920,1995902,1995874,1995856,1995838,1995820,1995802,1995784,1995766,1995750,157,4.0
1995902,1995874,1995856,1995838,1995820,1995802,1995784,1995766,1995750,1995730,157,4.0
1995874,1995856,1995838,1995820,1995802,1995784,1995766,1995750,1995730,1995712,157,4.0
1995856,1995838,1995820,1995802,1995784,1995766,1995750,1995730,1995712,1995696,157,4.0
1995838,1995820,1995802,1995784,1995766,1995750,1995730,1995712,1995696,1995676,157,4.0
1995820,1995802,1995784,1995766,1995750,1995730,1995712,1995696,1995676,1995647,157,4.0
1995802,1995784,1995766,1995750,1995730,1995712,1995696,1995676,1995647,1995627,157,4.0
1995784,1995766,1995750,1995730,1995712,1995696,1995676,1995647,1995627,1995609,157,4.0
1995766,1995750,1995730,1995712,1995696,1995676,1995647,1995627,1995609,1995591,157,4.0
1995750,1995730,1995712,1995696,1995676,1995647,1995627,1995609,1995591,1995575,157,4.0
1995730,1995712,1995696,1995676,1995647,1995627,1995609,1995591,1995575,1995555,157,4.0
1995712,1995696,1995676,1995647,1995627,1995609,1995591,1995575,1995555,1995537,157,4.0
1995696,1995676,1995647,1995627,1995609,1995591,1995575,1995555,1995537,1995521,157,4.0
1995676,1995647,1995627,1995609,1995591,1995575,1995555,1995537,1995521,1995501,157,4.0
1995647,1995627,1995609,1995591,1995575,1995555,1995537,1995521,1995501,1995483,157,4.0
1995627,1995609,1995591,1995575,1995555,1995537,1995521,1995501,1995483,1995465,157,4.0
1995609,1995591,1995575,1995555,1995537,1995521,1995501,1995483,1995465,1995439,157,4.0
1995591,1995575,1995555,1995537,1995521,1995501,1995483,1995465,1995439,1995421,157,4.0
1995575,1995555,1995537,1995521,1995501,1995483,1995465,1995439,1995421,1995403,157,4.0
1995555,1995537,1995521,1995501,1995483,1995465,1995439,1995421,1995403,1995385,157,4.0
1995537,1995521,1995501,1995483,1995465,1995439,1995421,1995403,1995385,1995365,157,4.0
1995521,1995501,1995483,1995465,1995439,1995421,1995403,1995385,1995365,1995349,157,4.0
1995501,1995483,1995465,1995439,1995421,1995403,1995385,1995365,1995349,1995329,157,4.0
1995483,1995465,1995439,1995421,1995403,1995385,1995365,1995349,1995329,1995313,157,4.0
1995465,1995439,1995421,1995403,1995385,1995365,1995349,1995329,1995313,1995295,157,4.0
1995439,1995421,1995403,1995385,1995365,1995349,1995329,1995313,1995295,1995275,157,4.0
1995421,1995403,1995385,1995365,1995349,1995329,1995313,1995295,1995275,1995257,157,4.0
1995403,1995385,1995365,1995349,1995329,1995313,1995295,1995275,1995257,1995241,157,4.0
1995385,1995365,1995349,1995329,1995313,1995295,1995275,1995257,1995241,1995211,157,4.0
1995365,1995349,1995329,1995313,1995295,1995275,1995257,1995241,1995211,1995192,157,4.0
1995349,1995329,1995313,1995295,1995275,1995257,1995241,1995211,1995192,1995176,157,4.0
1995329,1995313,1995295,1995275,1995257,1995241,1995211,1995192,1995176,1995156,157,4.0
1995313,1995295,1995275,1995257,1995241,1995211,1995192,1995176,1995156,1995138,157,4.0
1995295,1995275,1995257,1995241,1995211,1995192,1995176,1995156,1995138,1995120,157,4.0
1995275,1995257,1995241,1995211,1995192,1995176,1995156,1995138,1995120,1995102,157,4.0
1995257,1995241,1995211,1995192,1995176,1995156,1995138,1995120,1995102,1995084,157,4.0
1995241,1995211,1995192,1995176,1995156,1995138,1995120,1995102,1995084,1995068,157,4.0
1995211,1995192,1995176,1995156,1995138,1995120,1995102,1995084,1995068,1995048,157,4.0
1995192,1995176,1995156,1995138,1995120,1995102,1995084,1995068,1995048,1995027,157,4.0
1995176,1995156,1995138,1995120,1995102,1995084,1995068,1995048,1995027,1995009,157,4.0
1995156,1995138,1995120,1995102,1995084,1995068,1995048,1995027,1995009,1994984,157,4.0
1995138,1995120,1995102,1995084,1995068,1995048,1995027,1995009,1994984,1994966,157,4.0
1995120,1995102,1995084,1995068,1995048,1995027,1995009,1994984,1994966,1994948,157,4.0
1995102,1995084,1995068,1995048,1995027,1995009,1994984,1994966,1994948,1994930,157,4.0
1995084,1995068,1995048,1995027,1995009,1994984,1994966,1994948,1994930,1994909,157,4.0
1995068,1995048,1995027,1995009,1994984,1994966,1994948,1994930,1994909,1994896,157,4.0
1995048,1995027,1995009,1994984,1994966,1994948,1994930,1994909,1994896,1994876,157,4.0
1995027,1995009,1994984,1994966,1994948,1994930,1994909,1994896,1994876,1994858,157,4.0
1995009,1994984,1994966,1994948,1994930,1994909,1994896,1994876,1994858,1994842,157,4.0
1994984,1994966,1994948,1994930,1994909,1994896,1994876,1994858,1994842,1994824,157,4.0
1994966,1994948,1994930,1994909,1994896,1994876,1994858,1994842,1994824,1994806,157,4.0
1994948,1994930,1994909,1994896,1994876,1994858,1994842,1994824,1994806,1994786,157,4.0
1994930,1994909,1994896,1994876,1994858,1994842,1994824,1994806,1994786,1994758,157,4.0
1994909,1994896,1994876,1994858,1994842,1994824,1994806,1994786,1994758,1994740,157,4.0
1994896,1994876,1994858,1994842,1994824,1994806,1994786,1994758,1994740,1994722,157,4.0
1994876,1994858,1994842,1994824,1994806,1994786,1994758,1994740,1994722,1994704,157,4.0
1994858,1994842,1994824,1994806,1994786,1994758,1994740,1994722,1994704,1994688,157,4.0
1994842,1994824,1994806,1994786,1994758,1994740,1994722,1994704,1994688,1994668,157,4.0
1994824,1994806,1994786,1994758,1994740,1994722,1994704,1994688,1994668,1994650,157,4.0
1994806,1994786,1994758,1994740,1994722,1994704,1994688,1994668,1994650,1994632,157,4.0
1994786,1994758,1994740,1994722,1994704,1994688,1994668,1994650,1994632,1994614,157,4.0
1994758,1994740,1994722,1994704,1994688,1994668,1994650,1994632,1994614,1994596,157,4.0
1994740,1994722,1994704,1994688,1994668,1994650,1994632,1994614,1994596,1994578,157,4.0
1994722,1994704,1994688,1994668,1994650,1994632,1994614,1994596,1994578,1994560,157,4.0
1994704,1994688,1994668,1994650,1994632,1994614,1994596,1994578,1994560,1994532,157,4.0
1994688,1994668,1994650,1994632,1994614,1994596,1994578,1994560,1994532,1994514,157,4.0
1994668,1994650,1994632,1994614,1994596,1994578,1994560,1994532,1994514,1994496,157,4.0
1994650,1994632,1994614,1994596,1994578,1994560,1994532,1994514,1994496,1994478,157,4.0
1994632,1994614,1994596,1994578,1994560,1994532,1994514,1994496,1994478,1994460,157,4.0
1994614,1994596,1994578,1994560,1994532,1994514,1994496,1994478,1994460,1994442,157,4.0
1994596,1994578,1994560,1994532,1994514,1994496,1994478,1994460,1994442,1994424,157,4.0
1994578,1994560,1994532,1994514,1994496,1994478,1994460,1994442,1994424,1994406,157,4.0
1994560,1994532,1994514,1994496,1994478,1994460,1994442,1994424,1994406,1994388,157,4.0
1994532,1994514,1994496,1994478,1994460,1994442,1994424,1994406,1994388,1994369,157,4.0
1994514,1994496,1994478,1994460,1994442,1994424,1994406,1994388,1994369,1994349,157,4.0
1994496,1994478,1994460,1994442,1994424,1994406,1994388,1994369,1994349,1994324,157,4.0
1994478,1994460,1994442,1994424,1994406,1994388,1994369,1994349,1994324,1994306,157,4.0
1994460,1994442,1994424,1994406,1994388,1994369,1994349,1994324,1994306,1994288,157,4.0
1994442,1994424,1994406,1994388,1994369,1994349,1994324,1994306,1994288,1994270,157,4.0
1994424,1994406,1994388,1994369,1994349,1994324,1994306,1994288,1994270,1994252,157,4.0
1994406,1994388,1994369,1994349,1994324,1994306,1994288,1994270,1994252,1994236,157,4.0
1994388,1994369,1994349,1994324,1994306,1994288,1994270,1994252,1994236,1994216,157,4.0
1994369,1994349,1994324,1994306,1994288,1994270,1994252,1994236,1994216,1994198,157,4.0
1994349,1994324,1994306,1994288,1994270,1994252,1994236,1994216,1994198,1994180,157,4.0
1994324,1994306,1994288,1994270,1994252,1994236,1994216,1994198,1994180,1994162,157,4.0
1994306,1994288,1994270,1994252,1994236,1994216,1994198,1994180,1994162,1994144,157,4.0
1994288,1994270,1994252,1994236,1994216,1994198,1994180,1994162,1994144,1994126,157,4.0
1994270,1994252,1994236,1994216,1994198,1994180,1994162,1994144,1994126,1994095,157,4.0
1994252,1994236,1994216,1994198,1994180,1994162,1994144,1994126,1994095,1994080,157,4.0
1994236,1994216,1994198,1994180,1994162,1994144,1994126,1994095,1994080,1994059,157,4.0
1994216,1994198,1994180,1994162,1994144,1994126,1994095,1994080,1994059,1994044,157,4.0
1994198,1994180,1994162,1994144,1994126,1994095,1994080,1994059,1994044,1994028,157,4.0
1994180,1994162,1994144,1994126,1994095,1994080,1994059,1994044,1994028,1994008,157,4.0
1994162,1994144,1994126,1994095,1994080,1994059,1994044,1994028,1994008,1993990,157,4.0
1994144,1994126,1994095,1994080,1994059,1994044,1994028,1994008,1993990,1993972,157,4.0
1994126,1994095,1994080,1994059,1994044,1994028,1994008,1993990,1993972,1993954,157,4.0
1994095,1994080,1994059,1994044,1994028,1994008,1993990,1993972,1993954,1993936,157,4.0
1994080,1994059,1994044,1994028,1994008,1993990,1993972,1993954,1993936,1993918,157,4.0
1994059,1994044,1994028,1994008,1993990,1993972,1993954,1993936,1993918,1993902,157,4.0
1994044,1994028,1994008,1993990,1993972,1993954,1993936,1993918,1993902,1993872,157,4.0
1994028,1994008,1993990,1993972,1993954,1993936,1993918,1993902,1993872,1993854,157,4.0
1994008,1993990,1993972,1993954,1993936,1993918,1993902,1993872,1993854,1993836,157,4.0
1993990,1993972,1993954,1993936,1993918,1993902,1993872,1993854,1993836,1993818,157,4.0
1993972,1993954,1993936,1993918,1993902,1993872,1993854,1993836,1993818,1993799,157,4.0
1993954,1993936,1993918,1993902,1993872,1993854,1993836,1993818,1993799,1993780,157,4.0
1993936,1993918,1993902,1993872,1993854,1993836,1993818,1993799,1993780,1993761,157,4.0
1993918,1993902,1993872,1993854,1993836,1993818,1993799,1993780,1993761,1993742,157,4.0
1993902,1993872,1993854,1993836,1993818,1993799,1993780,1993761,1993742,1993724,157,4.0
1993872,1993854,1993836,1993818,1993799,1993780,1993761,1993742,1993724,1993706,157,4.0
1993854,1993836,1993818,1993799,1993780,1993761,1993742,1993724,1993706,1993685,157,4.0
1993836,1993818,1993799,1993780,1993761,1993742,1993724,1993706,1993685,1993670,157,4.0
1993818,1993799,1993780,1993761,1993742,1993724,1993706,1993685,1993670,1993642,157,4.0
1993799,1993780,1993761,1993742,1993724,1993706,1993685,1993670,1993642,1993621,157,4.0
1993780,1993761,1993742,1993724,1993706,1993685,1993670,1993642,1993621,1993606,157,4.0
1993761,1993742,1993724,1993706,1993685,1993670,1993642,1993621,1993606,1993592,157,3.9
1993742,1993724,1993706,1993685,1993670,1993642,1993621,1993606,1993592,1993570,157,3.8
1993724,1993706,1993685,1993670,1993642,1993621,1993606,1993592,1993570,1993554,157,3.7
1993706,1993685,1993670,1993642,1993621,1993606,1993592,1993570,1993554,1993533,157,3.6
1993685,1993670,1993642,1993621,1993606,1993592,1993570,1993554,1993533,1993514,157,3.5
1993670,1993642,1993621,1993606,1993592,1993570,1993554,1993533,1993514,1993495,157,3.4
1993642,1993621,1993606,1993592,1993570,1993554,1993533,1993514,1993495,1993477,157,3.3
1993621,1993606,1993592,1993570,1993554,1993533,1993514,1993495,1993477,1993458,157,3.2
1993606,1993592,1993570,1993554,1993533,1993514,1993495,1993477,1993458,1993429,157,3.1
1981125,1981104,1981087,1981066,1981048,1981030,1981012,1980997,1980981,1980948,161,4.0
1981104,1981087,1981066,1981048,1981030,1981012,1980997,1980981,1980948,1980930,161,4.0
1981087,1981066,1981048,1981030,1981012,1980997,1980981,1980948,1980930,1980912,161,4.0
1981066,1981048,1981030,1981012,1980997,1980981,1980948,1980930,1980912,1980894,161,4.0
1981048,1981030,1981012,1980997,1980981,1980948,1980930,1980912,1980894,1980876,161,4.0
1981030,1981012,1980997,1980981,1980948,1980930,1980912,1980894,1980876,1980855,161,4.0
1981012,1980997,1980981,1980948,1980930,1980912,1980894,1980876,1980855,1980837,161,4.0
1980997,1980981,1980948,1980930,1980912,1980894,1980876,1980855,1980837,1980819,161,4.0
1980981,1980948,1980930,1980912,1980894,1980876,1980855,1980837,1980819,1980804,161,4.0
1980948,1980930,1980912,1980894,1980876,1980855,1980837,1980819,1980804,1980786,161,4.0
1980930,1980912,1980894,1980876,1980855,1980837,1980819,1980804,1980786,1980765,161,4.0
1980912,1980894,1980876,1980855,1980837,1980819,1980804,1980786,1980765,1980740,161,4.0
1980894,1980876,1980855,1980837,1980819,1980804,1980786,1980765,1980740,1980722,161,4.0
1980876,1980855,1980837,1980819,1980804,1980786,1980765,1980740,1980722,1980704,161,4.0
1980855,1980837,1980819,1980804,1980786,1980765,1980740,1980722,1980704,1980683,161,4.0
1980837,1980819,1980804,1980786,1980765,1980740,1980722,1980704,1980683,1980665,161,4.0
1980819,1980804,1980786,1980765,1980740,1980722,1980704,1980683,1980665,1980650,161,4.0
1980804,1980786,1980765,1980740,1980722,1980704,1980683,1980665,1980650,1980629,161,4.0
1980786,1980765,1980740,1980722,1980704,1980683,1980665,1980650,1980629,1980611,161,4.0
1980765,1980740,1980722,1980704,1980683,1980665,1980650,1980629,1980611,1980596,161,4.0
1980740,1980722,1980704,1980683,1980665,1980650,1980629,1980611,1980596,1980575,161,4.0
1980722,1980704,1980683,1980665,1980650,1980629,1980611,1980596,1980575,1980560,161,4.0
1980704,1980683,1980665,1980650,1980629,1980611,1980596,1980575,1980560,1980542,161,4.0
1980683,1980665,1980650,1980629,1980611,1980596,1980575,1980560,1980542,1980513,161,4.0
1980665,1980650,1980629,1980611,1980596,1980575,1980560,1980542,1980513,1980495,161,4.0
1980650,1980629,1980611,1980596,1980575,1980560,1980542,1980513,1980495,1980477,161,4.0
1980629,1980611,1980596,1980575,1980560,1980542,1980513,1980495,1980477,1980459,161,4.0
1980611,1980596,1980575,1980560,1980542,1980513,1980495,1980477,1980459,1980441,161,4.0
1980596,1980575,1980560,1980542,1980513,1980495,1980477,1980459,1980441,1980423,161,4.0
1980575,1980560,1980542,1980513,1980495,1980477,1980459,1980441,1980423,1980407,161,4.0
1980560,1980542,1980513,1980495,1980477,1980459,1980441,1980423,1980407,1980389,161,4.0
1980542,1980513,1980495,1980477,1980459,1980441,1980423,1980407,1980389,1980369,161,4.0
1980513,1980495,1980477,1980459,1980441,1980423,1980407,1980389,1980369,1980348,161,4.0
1980495,1980477,1980459,1980441,1980423,1980407,1980389,1980369,1980348,1980323,161,4.0
1980477,1980459,1980441,1980423,1980407,1980389,1980369,1980348,1980323,1980302,161,4.0
1980459,1980441,1980423,1980407,1980389,1980369,1980348,1980323,1980302,1980287,161,4.0
1980441,1980423,1980407,1980389,1980369,1980348,1980323,1980302,1980287,1980269,161,4.0
1980423,1980407,1980389,1980369,1980348,1980323,1980302,1980287,1980269,1980251,161,4.0
1980407,1980389,1980369,1980348,1980323,1980302,1980287,1980269,1980251,1980235,161,4.0
1980389,1980369,1980348,1980323,1980302,1980287,1980269,1980251,1980235,1980212,161,4.0
1980369,1980348,1980323,1980302,1980287,1980269,1980251,1980235,1980212,1980197,161,4.0
1980348,1980323,1980302,1980287,1980269,1980251,1980235,1980212,1980197,1980176,161,4.0
1980323,1980302,1980287,1980269,1980251,1980235,1980212,1980197,1980176,1980161,161,4.0
1980302,1980287,1980269,1980251,1980235,1980212,1980197,1980176,1980161,1980143,161,4.0
1980287,1980269,1980251,1980235,1980212,1980197,1980176,1980161,1980143,1980122,161,4.0
1980269,1980251,1980235,1980212,1980197,1980176,1980161,1980143,1980122,1980097,161,4.0
1980251,1980235,1980212,1980197,1980176,1980161,1980143,1980122,1980097,1980079,161,4.0
1980235,1980212,1980197,1980176,1980161,1980143,1980122,1980097,1980079,1980061,161,3.9
1980212,1980197,1980176,1980161,1980143,1980122,1980097,1980079,1980061,1980043,161,3.8
1980197,1980176,1980161,1980143,1980122,1980097,1980079,1980061,1980043,1980025,161,3.7
