input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,output_0,output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,seq_id
2014723,2014705,2014689,2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014723,2014705,2014689,2014666,2014641,2014623,2014605,2014587,2014569,2014553,131
2014705,2014689,2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014705,2014689,2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014523,131
2014689,2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014689,2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014507,131
2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014666,2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014487,131
2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014641,2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014471,131
2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014623,2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014451,131
2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014605,2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014433,131
2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014587,2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014405,131
2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014569,2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014387,131
2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014553,2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014369,131
2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014523,2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014351,131
2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014507,2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014335,131
2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014487,2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014315,131
2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014471,2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014287,131
2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014451,2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014269,131
2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014433,2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014248,131
2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014405,2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014233,131
2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014215,2014387,2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014215,131
2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014215,2014197,2014369,2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014215,2014197,131
2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014215,2014197,2014169,2014351,2014335,2014315,2014287,2014269,2014248,2014233,2014215,2014197,2014169,131
2013047,2013045,2013043,2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013047,2013045,2013043,2013041,2013039,2013037,2013035,2013033,2013031,2013029,132
2013045,2013043,2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013045,2013043,2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013027,132
2013043,2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013043,2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013025,132
2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013041,2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013023,132
2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013039,2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013021,132
2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013037,2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013019,132
2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013035,2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013017,132
2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013033,2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013015,132
2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013031,2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013013,132
2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013029,2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013011,132
2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013027,2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013009,132
2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013025,2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013007,132
2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013023,2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013005,132
2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013021,2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013003,132
2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013001,2013019,2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013001,132
2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013001,2012999,2013017,2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013001,2012999,132
2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013001,2012999,2012997,2013015,2013013,2013011,2013009,2013007,2013005,2013003,2013001,2012999,2012997,132
2013013,2013011,2013009,2013007,2013005,2013003,2013001,2012999,2012997,2012995,2013013,2013011,2013009,2013007,2013005,2013003,2013001,2012999,2012997,2012995,132
2013011,2013009,2013007,2013005,2013003,2013001,2012999,2012997,2012995,2012993,2013011,2013009,2013007,2013005,2013003,2013001,2012999,2012997,2012995,2012993,132
2013009,2013007,2013005,2013003,2013001,2012999,2012997,2012995,2012993,2012991,2013009,2013007,2013005,2013003,2013001,2012999,2012997,2012995,2012993,2012991,132
2013007,2013005,2013003,2013001,2012999,2012997,2012995,2012993,2012991,2012989,2013007,2013005,2013003,2013001,2012999,2012997,2012995,2012993,2012991,2012989,132
2013005,2013003,2013001,2012999,2012997,2012995,2012993,2012991,2012989,2012987,2013005,2013003,2013001,2012999,2012997,2012995,2012993,2012991,2012989,2012987,132
2013003,2013001,2012999,2012997,2012995,2012993,2012991,2012989,2012987,2012985,2013003,2013001,2012999,2012997,2012995,2012993,2012991,2012989,2012987,2012985,132
2013001,2012999,2012997,2012995,2012993,2012991,2012989,2012987,2012985,2012983,2013001,2012999,2012997,2012995,2012993,2012991,2012989,2012987,2012985,2012983,132
2012999,2012997,2012995,2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012999,2012997,2012995,2012993,2012991,2012989,2012987,2012985,2012983,2012981,132
2012997,2012995,2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012997,2012995,2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012979,132
2012995,2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012995,2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012977,132
2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012993,2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012975,132
2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012991,2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012973,132
2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012989,2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012971,132
2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012987,2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012969,132
2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012985,2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012967,132
2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012983,2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012965,132
2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012981,2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012963,132
2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012979,2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012961,132
2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012977,2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012959,132
2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012975,2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012957,132
2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012973,2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012955,132
2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012971,2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012953,132
2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012969,2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012951,132
2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012967,2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012949,132
2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012965,2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012947,132
2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012963,2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012945,132
2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012961,2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012943,132
2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012959,2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012941,132
2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012957,2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012939,132
2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012955,2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012937,132
2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012953,2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012935,132
2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012951,2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012933,132
2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012949,2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012931,132
2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012947,2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012929,132
2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012945,2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012927,132
2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012943,2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012925,132
2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012941,2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012923,132
2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012939,2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012921,132
2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012937,2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012919,132
2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012935,2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012917,132
2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012933,2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012915,132
2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012931,2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012913,132
2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012929,2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012911,132
2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012927,2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012909,132
2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012925,2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012907,132
2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012923,2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012905,132
2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012921,2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012903,132
2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012919,2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012901,132
2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012917,2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012899,132
2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012915,2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012897,132
2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012913,2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012895,132
2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012911,2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012893,132
2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012909,2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012722,132
2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012907,2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012891,132
2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012905,2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012693,132
2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012903,2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012675,132
2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012901,2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012655,132
2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012899,2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012637,132
2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012897,2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012619,132
2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012895,2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012603,132
2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012893,2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012583,132
2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012722,2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012565,132
2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012891,2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012547,132
2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012693,2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012529,132
2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012675,2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012511,132
2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012655,2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012483,132
2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012637,2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012465,132
2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012619,2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012447,132
2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012603,2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012429,132
2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012583,2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012411,132
2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012565,2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012395,132
2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012547,2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012375,132
2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012529,2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012357,132
2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012511,2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012339,132
2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012483,2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012321,132
2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012465,2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012303,132
2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012447,2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012285,132
2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012429,2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012257,132
2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012411,2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012239,132
2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012395,2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012221,132
2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012375,2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012203,132
2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012357,2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012185,132
2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012339,2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012167,132
2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012321,2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012149,132
2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012303,2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012131,132
2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012285,2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012113,132
2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012257,2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012097,132
2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012239,2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012077,132
2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012221,2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012059,132
2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012203,2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012031,132
2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012013,2012185,2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012013,132
2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012013,2011995,2012167,2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012013,2011995,132
2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012013,2011995,2011977,2012149,2012131,2012113,2012097,2012077,2012059,2012031,2012013,2011995,2011977,132
2012131,2012113,2012097,2012077,2012059,2012031,2012013,2011995,2011977,2011959,2012131,2012113,2012097,2012077,2012059,2012031,2012013,2011995,2011977,2011959,132
2012113,2012097,2012077,2012059,2012031,2012013,2011995,2011977,2011959,2011941,2012113,2012097,2012077,2012059,2012031,2012013,2011995,2011977,2011959,2011941,132
2012097,2012077,2012059,2012031,2012013,2011995,2011977,2011959,2011941,2011923,2012097,2012077,2012059,2012031,2012013,2011995,2011977,2011959,2011941,2011923,132
2012077,2012059,2012031,2012013,2011995,2011977,2011959,2011941,2011923,2011907,2012077,2012059,2012031,2012013,2011995,2011977,2011959,2011941,2011923,2011907,132
2012059,2012031,2012013,2011995,2011977,2011959,2011941,2011923,2011907,2011887,2012059,2012031,2012013,2011995,2011977,2011959,2011941,2011923,2011907,2011887,132
2012031,2012013,2011995,2011977,2011959,2011941,2011923,2011907,2011887,2011869,2012031,2012013,2011995,2011977,2011959,2011941,2011923,2011907,2011887,2011869,132
2012013,2011995,2011977,2011959,2011941,2011923,2011907,2011887,2011869,2011851,2012013,2011995,2011977,2011959,2011941,2011923,2011907,2011887,2011869,2011851,132
2011995,2011977,2011959,2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011995,2011977,2011959,2011941,2011923,2011907,2011887,2011869,2011851,2011833,132
2011977,2011959,2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011977,2011959,2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011805,132
2011959,2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011959,2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011787,132
2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011941,2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011769,132
2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011923,2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011751,132
2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011907,2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011730,132
2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011887,2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011715,132
2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011869,2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011697,132
2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011851,2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011679,132
2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011833,2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011663,132
2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011805,2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011645,132
2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011787,2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011617,132
2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011769,2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011601,132
2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011751,2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011581,132
2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011730,2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011563,132
2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011715,2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011545,132
2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011697,2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011524,132
2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011679,2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011499,132
2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011663,2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011479,132
2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011645,2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011461,132
2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011617,2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011443,132
2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011601,2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011425,132
2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011581,2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011404,132
2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011563,2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011389,132
2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011545,2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011371,132
2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011524,2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011353,132
2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011499,2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011335,132
2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011479,2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011317,132
2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011461,2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011289,132
2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011443,2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011271,132
2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011425,2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011253,132
2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011235,2011404,2011389,2011371,2011353,2011335,2011317,2011289,2011271,2011253,2011235,132
